JobID|JobName|State|ExitCode|Submit|Start|End|Elapsed|AllocCPUS|NNodes|NodeList|TotalCPU|CPUTime|MaxRSS
70011_100|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:09:43|2026-07-19T19:10:16|00:00:33|28|1|sn104|00:35.251|00:15:24|
70011_100.batch|batch|COMPLETED|0:0|2026-07-19T19:09:43|2026-07-19T19:09:43|2026-07-19T19:10:16|00:00:33|28|1|sn104|00:35.249|00:15:24|0.48G
70011_100.extern|extern|COMPLETED|0:0|2026-07-19T19:09:43|2026-07-19T19:09:43|2026-07-19T19:10:16|00:00:33|28|1|sn104|00:00.001|00:15:24|0.00G
70011_1|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn060|00:35.550|00:17:44|
70011_1.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn060|00:35.548|00:17:44|0.45G
70011_1.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn060|00:00.001|00:17:44|0.00G
70011_2|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn150|00:39.072|00:19:08|
70011_2.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn150|00:39.070|00:19:08|0.45G
70011_2.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:23|00:00:42|28|1|sn150|00:00.001|00:19:36|0.00G
70011_3|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn042|00:36.846|00:18:40|
70011_3.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn042|00:36.844|00:18:40|0.45G
70011_3.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn042|00:00.001|00:18:40|0.00G
70011_4|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn043|00:36.969|00:18:40|
70011_4.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn043|00:36.967|00:18:40|0.33G
70011_4.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn043|00:00.001|00:18:40|0.00G
70011_5|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn044|00:37.849|00:18:40|
70011_5.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn044|00:37.847|00:18:40|0.45G
70011_5.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn044|00:00.001|00:18:40|0.00G
70011_6|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn045|00:36.664|00:19:08|
70011_6.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn045|00:36.662|00:19:08|0.45G
70011_6.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn045|00:00.001|00:19:08|0.00G
70011_7|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn022|00:35.372|00:17:44|
70011_7.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn022|00:35.370|00:17:44|0.45G
70011_7.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn022|00:00.001|00:17:44|0.00G
70011_8|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn023|00:36.238|00:18:40|
70011_8.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn023|00:36.236|00:18:40|0.46G
70011_8.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn023|00:00.001|00:18:40|0.00G
70011_9|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn024|00:36.655|00:18:12|
70011_9.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn024|00:36.653|00:18:12|0.45G
70011_9.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn024|00:00.001|00:18:12|0.00G
70011_10|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn025|00:36.205|00:18:12|
70011_10.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn025|00:36.203|00:18:12|0.45G
70011_10.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn025|00:00.001|00:18:12|0.00G
70011_11|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn026|00:37.196|00:18:40|
70011_11.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn026|00:37.194|00:18:40|0.32G
70011_11.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn026|00:00.001|00:19:08|0.00G
70011_12|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn074|00:38.516|00:19:08|
70011_12.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn074|00:38.515|00:19:08|0.43G
70011_12.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn074|00:00.001|00:19:08|0.00G
70011_13|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn075|00:36.275|00:18:12|
70011_13.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn075|00:36.273|00:18:12|0.45G
70011_13.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn075|00:00.001|00:18:12|0.00G
70011_14|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn076|00:36.298|00:18:12|
70011_14.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn076|00:36.296|00:18:12|0.45G
70011_14.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn076|00:00.001|00:18:12|0.00G
70011_15|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn077|00:34.732|00:17:44|
70011_15.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn077|00:34.730|00:17:44|0.45G
70011_15.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn077|00:00.001|00:17:44|0.00G
70011_16|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn078|00:36.677|00:18:12|
70011_16.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn078|00:36.675|00:18:12|0.46G
70011_16.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn078|00:00.001|00:18:12|0.00G
70011_17|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn139|00:35.649|00:17:44|
70011_17.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn139|00:35.647|00:17:44|0.45G
70011_17.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn139|00:00.002|00:17:44|0.00G
70011_18|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn140|00:35.995|00:17:44|
70011_18.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn140|00:35.993|00:17:44|0.46G
70011_18.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn140|00:00.001|00:17:44|0.00G
70011_19|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn141|00:36.088|00:18:12|
70011_19.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn141|00:36.086|00:18:12|0.46G
70011_19.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn141|00:00.001|00:18:12|0.00G
70011_20|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn142|00:37.117|00:18:40|
70011_20.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn142|00:37.115|00:18:40|0.45G
70011_20.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn142|00:00.001|00:18:40|0.00G
70011_21|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn143|00:36.952|00:18:12|
70011_21.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn143|00:36.951|00:18:12|0.45G
70011_21.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn143|00:00.001|00:18:12|0.00G
70011_22|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn144|00:35.037|00:17:44|
70011_22.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn144|00:35.036|00:17:44|0.45G
70011_22.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn144|00:00.001|00:17:44|0.00G
70011_23|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn145|00:35.720|00:17:44|
70011_23.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn145|00:35.718|00:17:44|0.45G
70011_23.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn145|00:00.001|00:17:44|0.00G
70011_24|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn146|00:35.669|00:18:40|
70011_24.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn146|00:35.667|00:18:40|0.46G
70011_24.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn146|00:00.001|00:18:40|0.00G
70011_25|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn093|00:36.832|00:18:40|
70011_25.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn093|00:36.830|00:18:40|0.46G
70011_25.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn093|00:00.001|00:18:40|0.00G
70011_26|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn094|00:38.241|00:19:08|
70011_26.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn094|00:38.239|00:19:08|0.45G
70011_26.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn094|00:00.001|00:19:08|0.00G
70011_27|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn095|00:37.374|00:18:40|
70011_27.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn095|00:37.372|00:18:40|0.45G
70011_27.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:21|00:00:40|28|1|sn095|00:00.001|00:18:40|0.00G
70011_28|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn096|00:37.517|00:19:08|
70011_28.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn096|00:37.515|00:19:08|0.33G
70011_28.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:22|00:00:41|28|1|sn096|00:00.001|00:19:08|0.00G
70011_29|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn097|00:36.161|00:18:12|
70011_29.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn097|00:36.159|00:18:12|0.43G
70011_29.extern|extern|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:20|00:00:39|28|1|sn097|00:00.002|00:18:12|0.00G
70011_30|fra_par_10k|COMPLETED|0:0|2026-07-19T19:07:40|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn098|00:35.264|00:17:44|
70011_30.batch|batch|COMPLETED|0:0|2026-07-19T19:07:41|2026-07-19T19:07:41|2026-07-19T19:08:19|00:00:38|28|1|sn098|00:35.263|00:17:44|0.45G
