superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,900266,1077841,2,3,0.4551149154216632,3878363
1,5,1079512,904118,3,2,0.5442103618114266,3780455
2,4,733831,914982,2,2,0.44506623856071004,3020442
