superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1125953,860889,3,2,0.5667048512161511,3808760
1,5,908052,1165582,2,3,0.437903699495668,3850354
2,4,679604,870470,2,2,0.43843326189588366,3020146
