superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,975054,1033350,2,3,0.48548698369451565,3914639
1,5,953592,1043495,2,3,0.4774914663206961,3730056
2,4,784963,820096,2,2,0.48905554250653716,3034565
