superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,983753,902980,3,2,0.521405519487919,3779587
1,5,903195,1126079,2,3,0.44508282272379185,3790212
2,4,826661,867882,2,2,0.48783713366966786,3109461
