superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,989197,978559,3,2,0.5027030790402875,3810795
1,5,931197,1154987,2,3,0.4463637914968191,3860195
2,4,793215,763395,2,2,0.5095785071405169,3008270
