superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,938863,1161819,2,3,0.44693247240658035,3892440
1,5,1047019,894355,3,2,0.5393185444947753,3760877
2,4,727727,840767,2,2,0.46396543435932813,3025943
