superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1111152,870308,3,2,0.5607743784885892,3802285
1,5,850071,1142560,2,3,0.4266073347247935,3829027
2,4,752386,884073,2,2,0.4597646503823194,3047948
