superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,996949,933575,3,2,0.516413678358829,3760723
1,5,995883,1017154,2,3,0.49471668926105183,3834078
2,4,720777,946212,2,2,0.4323825772095677,3084459
