superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,984098,1075217,2,3,0.47787638122385356,3861769
1,5,925438,1013226,2,3,0.4773586346060999,3750410
2,4,804073,808498,2,2,0.4986279673887227,3067081
