superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,932084,1011557,2,3,0.47955563810395024,3759883
1,5,935349,1147364,2,3,0.44910124438652854,3862140
2,4,846176,738020,2,2,0.5341359276251171,3057237
