superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,870885,1113506,2,3,0.43886764251601623,3817022
1,5,935731,1139025,2,3,0.45100773295751406,3849721
2,4,906993,644410,2,2,0.5846275919280806,3012517
