superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,881555,1185538,2,3,0.4264708941494166,3847606
1,5,912453,1064885,2,3,0.4614552494313061,3825179
2,4,919601,646518,2,2,0.5871846264555887,3006475
