superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,976546,996670,2,3,0.49490071031250504,3828166
1,5,896014,1149341,2,3,0.4380726084224988,3811300
2,4,841049,750930,2,2,0.5283040793879819,3039794
