superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,989701,909176,3,2,0.5212033217528044,3717385
1,5,997071,1018273,2,3,0.49473985582610214,3830170
2,4,726837,969492,2,2,0.42847643352203496,3131705
