superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1076050,910821,3,2,0.5415802032441965,3788172
1,5,933271,1159022,2,3,0.44605177190766304,3876300
2,4,704288,827098,2,2,0.45990233683734866,3014788
