superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,949719,1029271,2,3,0.47990085851873937,3857807
1,5,923145,1111094,2,3,0.4538036091137767,3774800
2,4,840745,756576,2,2,0.5263469271361235,3046653
