superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,918092,1079508,2,3,0.4595975170204245,3858041
1,5,1008573,976938,3,2,0.5079664630415042,3788658
2,4,786944,840495,2,2,0.48354746322289194,3032561
