superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1069735,911518,3,2,0.5399285199820517,3869240
1,5,846067,1191877,2,3,0.4151571387633811,3808792
2,4,797807,793546,2,2,0.5013387978657156,3001228
