superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,919745,1118587,2,3,0.45122433440676,3816082
1,5,968021,1004712,2,3,0.49070046478666907,3782319
2,4,825843,773642,2,2,0.5163180648771323,3080859
