superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,901668,1035594,2,3,0.46543420559531956,3786671
1,5,877571,1171236,2,3,0.42833268336158553,3827646
2,4,934370,690111,2,2,0.5751806269202286,3064943
