superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1025184,945521,3,2,0.5202118023752921,3803291
1,5,883973,1174904,2,3,0.4293471635265244,3845198
2,4,804452,776516,2,2,0.5088350934364263,3030771
