superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1008104,972046,3,2,0.5091048657929955,3832216
1,5,984169,1027193,2,3,0.48930475966036946,3793372
2,4,721336,897702,2,2,0.44553370581789925,3053672
