superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1050245,951287,3,2,0.5247205640479393,3873974
1,5,861981,1173296,2,3,0.4235202382771485,3790995
2,4,801383,772358,2,2,0.5092216571850133,3014291
