superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1025056,989306,3,2,0.5088737774044586,3841872
1,5,919879,1052675,2,3,0.46633907107232553,3777530
2,4,768674,854960,2,2,0.4734281248113799,3059858
