superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,925291,1089075,2,3,0.459346017555896,3873504
1,5,999375,969154,3,2,0.5076760362687063,3790083
2,4,788943,838712,2,2,0.4847114406922843,3015673
