superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1010774,982193,3,2,0.5071704649399614,3808806
1,5,899854,1048424,2,3,0.46187145776937377,3780959
2,4,802981,866324,2,2,0.4810271340468039,3089495
