superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1156686,871813,3,2,0.57021768312432,3829264
1,5,959891,1068232,2,3,0.4732903280520955,3821062
2,4,597032,956896,2,2,0.38420827734618335,3028934
