superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,966370,1007114,2,3,0.48967713951569913,3734928
1,5,985308,1031548,2,3,0.4885366134220787,3890247
2,4,761931,858279,2,2,0.4702668172644287,3054085
