superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,995257,975222,3,2,0.5050837892715426,3825896
1,5,929318,1049818,2,3,0.4695574230371233,3763712
2,4,789034,871901,2,2,0.47505411108803175,3089652
