superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,893556,1161779,2,3,0.43474956637239187,3824798
1,5,935091,1025224,2,3,0.4770105824829173,3765632
2,4,884962,709938,2,2,0.554869897799235,3088830
