superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,934358,1087234,2,3,0.46218920533915847,3832530
1,5,1022555,959709,3,2,0.5158520762118467,3770522
2,4,756696,849998,2,2,0.47096460184702255,3076208
