superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,827868,1118644,2,3,0.42530844916445415,3804110
1,5,1081178,913206,3,2,0.5421112483854664,3783659
2,4,804563,865091,2,2,0.48187408888308597,3091491
