superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,946458,997253,2,3,0.48693349988758616,3856563
1,5,970738,1021189,2,3,0.487336132298021,3712756
2,4,796413,878499,2,2,0.475495429013584,3109941
