superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1086172,940482,3,2,0.535943481225705,3807148
1,5,852451,1074698,2,3,0.4423378783892683,3803242
2,4,774986,881761,2,2,0.46777570745563446,3068870
