superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1021739,917324,3,2,0.5269240865304531,3816986
1,5,893556,1161779,2,3,0.43474956637239187,3824798
2,4,798314,817838,2,2,0.493959726560373,3037476
