superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1083380,896927,3,2,0.5470767916287728,3800125
1,5,916237,1043348,2,3,0.46756685726824815,3795653
2,4,713992,956666,2,2,0.42737173018056357,3083482
