superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,899217,1130505,2,3,0.44302470978784286,3814400
1,5,976962,994240,2,3,0.49561739486871464,3803685
2,4,837430,772196,2,2,0.5202637134340524,3061175
