superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,917216,1086910,2,3,0.4576638394991133,3823066
1,5,1051373,911667,3,2,0.5355840940581954,3768822
2,4,745020,898364,2,2,0.45334504899646094,3087372
