superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1126272,825686,3,2,0.576996021430789,3744350
1,5,794548,1176659,2,3,0.4030768965410533,3812903
2,4,792789,894596,2,2,0.469832907131449,3122007
