superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,987006,1023882,2,3,0.49083091649062505,3802983
1,5,961509,1006852,2,3,0.48848204165800885,3749585
2,4,765094,866207,2,2,0.4690084785088711,3126692
