superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1011272,975653,3,2,0.50896334788681,3830246
1,5,926522,1135517,2,3,0.4493232184260336,3839141
2,4,775815,785771,2,2,0.4968122152734464,3009873
