superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1067145,904015,3,2,0.5413791878893647,3845152
1,5,925637,1114280,2,3,0.4537620893399094,3809700
2,4,720827,878646,2,2,0.4506653128874323,3024408
