superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1057278,955275,3,2,0.5253416928647345,3859724
1,5,943584,1065681,2,3,0.46961650155653933,3801173
2,4,712747,875985,2,2,0.44862632590015183,3018363
