superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,926522,1135517,2,3,0.4493232184260336,3839141
1,5,1017694,991149,3,2,0.5066070369859665,3842892
2,4,769393,770275,2,2,0.4997135746147871,2997227
