superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,923398,1092977,2,3,0.4579495381563449,3839502
1,5,1001177,932063,3,2,0.5178751732842275,3750106
2,4,789034,871901,2,2,0.47505411108803175,3089652
