superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,847878,1162266,2,3,0.42179963226515116,3896419
1,5,1086795,879277,3,2,0.5527747712189585,3745747
2,4,778936,855398,2,2,0.476607596733593,3037094
