superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,931197,1154987,2,3,0.4463637914968191,3860195
1,5,987769,1037479,2,3,0.4877274289370981,3827363
2,4,794643,704475,2,2,0.5300736833257955,2991702
