superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1047344,937682,3,2,0.5276223082216556,3796746
1,5,939500,1106612,2,3,0.45916352575030106,3798455
2,4,726765,852647,2,2,0.4601490934600978,3084059
