superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,951345,1048918,2,3,0.4756099572906163,3811060
1,5,873492,1196522,2,3,0.42197395766405443,3832740
2,4,888772,651501,2,2,0.5770223849927902,3035460
