superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1016569,914223,3,2,0.5265036316703198,3714769
1,5,838748,1217265,2,3,0.40794878242501387,3846607
2,4,858292,765453,2,2,0.528587924828098,3117884
