superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1145471,822255,3,2,0.5821293208505656,3806585
1,5,832970,1175739,2,3,0.4146792790792494,3818315
2,4,735168,898947,2,2,0.44988755381353207,3054360
