superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,1144818,858948,3,2,0.5713331796227703,3848963
1,5,931682,1135486,2,3,0.45070453876995,3835648
2,4,637109,902507,2,2,0.4138103267308212,2994649
