superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,897911,1053773,2,3,0.460069867867954,3803472
1,5,1057679,961391,3,2,0.5238446413447776,3817406
2,4,758019,881777,2,2,0.4622642084747127,3058382
