superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,855773,1158436,2,3,0.4248680251155665,3763988
1,5,975389,1021808,2,3,0.48837896311680823,3875908
2,4,882447,716697,2,2,0.5518246011616215,3039364
