superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,837113,1092092,2,3,0.4339160431369398,3700538
1,5,1074589,973777,3,2,0.5246079069853727,3921432
2,4,801907,831072,2,2,0.491070001512573,3057290
