superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,959250,991456,2,3,0.49174504000090224,3781562
1,5,883251,1155273,2,3,0.43327966705322085,3795557
2,4,871108,750212,2,2,0.5372832013421163,3102141
