superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,934512,1083282,2,3,0.46313548360238954,3824479
1,5,941566,1096705,2,3,0.46194348052834977,3786730
2,4,837531,716954,2,2,0.5387835842738914,3068051
