superdistrict_id,total_seats,dem_votes,rep_votes,dem_seats,rep_seats,dem_share,population
0,5,910596,997198,2,3,0.4773031050522226,3752625
1,5,936187,1143447,2,3,0.45016911629642525,3853450
2,4,866826,756296,2,2,0.5340485804517467,3073185
