plan_id,district_id,dem_votes,rep_votes,population,winner
246,0,144360,246430,771539,Republican
246,1,132827,318669,786928,Republican
246,2,197999,179655,755805,Democrat
246,3,197469,221405,790039,Republican
246,4,239855,182460,790523,Democrat
246,5,214590,161049,750030,Democrat
246,6,203617,252632,796092,Republican
246,7,293431,119001,784533,Democrat
246,8,138039,219835,738214,Republican
246,9,218650,163342,746413,Democrat
246,10,157977,214346,727515,Republican
246,11,251845,142244,760401,Democrat
246,12,193992,219440,754264,Republican
246,13,128958,256433,726964,Republican
