plan_id,district_id,dem_votes,rep_votes,population,winner
267,0,159722,248656,777637,Republican
267,1,179440,216459,755930,Republican
267,2,239559,141954,726554,Democrat
267,3,185846,221670,798075,Republican
267,4,222457,181557,779164,Democrat
267,5,200572,178756,746954,Democrat
267,6,125779,314110,764361,Republican
267,7,268834,145299,789862,Democrat
267,8,178368,212242,773585,Republican
267,9,259670,139149,756350,Democrat
267,10,159851,218931,731297,Republican
267,11,192373,220237,734964,Republican
267,12,135873,209481,748548,Republican
267,13,205265,248440,795979,Republican
