plan_id,district_id,dem_votes,rep_votes,population,winner
727,0,171263,229087,793286,Republican
727,1,140322,228025,756781,Republican
727,2,134045,287141,784696,Republican
727,3,212919,194368,766355,Democrat
727,4,194767,204358,780832,Republican
727,5,142163,283086,770543,Republican
727,6,186629,202552,735811,Republican
727,7,150228,196647,749670,Republican
727,8,254390,143038,757618,Democrat
727,9,277213,123364,754779,Democrat
727,10,268543,151919,797398,Democrat
727,11,206917,164080,733541,Democrat
727,12,191679,228483,726726,Republican
727,13,182531,260793,771224,Republican
