plan_id,district_id,dem_votes,rep_votes,population,winner
174,0,148373,220356,745649,Republican
174,1,199490,200075,777671,Republican
174,2,202514,240932,789641,Republican
174,3,153174,257045,788163,Republican
174,4,180737,219793,758418,Republican
174,5,147415,261824,767222,Republican
174,6,128721,283950,745853,Republican
174,7,256634,122962,743525,Democrat
174,8,151804,207428,782042,Republican
174,9,259832,144051,743799,Democrat
174,10,234569,171381,787352,Democrat
174,11,224693,183763,767457,Democrat
174,12,231860,155248,746078,Democrat
174,13,193793,228133,736390,Republican
