plan_id,district_id,dem_votes,rep_votes,population,winner
69,0,151045,236042,746874,Republican
69,1,153087,238901,753209,Republican
69,2,181159,222598,775200,Republican
69,3,207821,187623,740530,Democrat
69,4,244531,147497,751506,Democrat
69,5,195169,220102,774759,Republican
69,6,148670,277145,761567,Republican
69,7,208333,173054,735163,Democrat
69,8,212924,177563,785194,Democrat
69,9,254896,140660,728755,Democrat
69,10,135582,219997,743344,Republican
69,11,245790,164910,794553,Democrat
69,12,170582,236564,789965,Republican
69,13,204020,254285,798641,Republican
